NAME,DP03_0062E,DP03_0119PE,DP03_0009PE,DP05_0001E,DP05_0018E,DP05_0019E,DP05_0077PE,DP05_0003PE
"Prairie County, Montana",45192,21.2,1.2,1251,49.1,270,0.4,46.0
"Ravalli County, Montana",71323,4.4,3.3,45807,48.9,8601,2.1,49.9
"Richland County, Montana",69578,6.3,3.8,11329,38.0,2864,3.9,49.7
"Roosevelt County, Montana",53125,25.4,8.4,10665,30.5,3557,1.9,49.6
"Rosebud County, Montana",56430,15.9,9.0,8236,36.7,2384,2.7,50.2
"Sanders County, Montana",54035,10.1,4.2,12936,54.6,2233,1.2,48.5
"Sheridan County, Montana",63654,6.9,2.5,3677,44.7,792,4.4,46.9
"Silver Bow County, Montana",57504,9.0,4.3,35589,40.3,7334,3.7,48.3
"Stillwater County, Montana",81503,6.0,3.3,9052,47.4,1908,1.3,49.8
"Sweet Grass County, Montana",69426,3.7,2.2,3713,44.0,757,1.8,49.8
"Teton County, Montana",67766,4.3,1.5,6291,43.0,1574,0.7,50.9
"Toole County, Montana",53693,4.3,4.0,5028,38.8,1015,3.8,40.1
"Treasure County, Montana",73036,6.5,1.1,761,53.4,120,4.7,46.0
"Valley County, Montana",64515,7.1,3.3,7540,43.2,1699,1.8,49.6
"Wheatland County, Montana",47054,16.6,0.9,2049,47.3,448,2.6,53.0
"Wibaux County, Montana",64792,14.0,0.0,1148,44.2,322,6.0,51.1
"Yellowstone County, Montana",74400,7.3,3.4,167340,38.7,38842,4.7,50.5
"Adams County, Nebraska",65680,8.7,2.3,31034,38.8,7473,7.5,50.5
"Antelope County, Nebraska",63750,6.8,1.7,6302,42.7,1542,3.1,49.4
"Arthur County, Nebraska",67500,5.6,0.0,540,40.5,188,0.4,45.7
"Banner County, Nebraska",71250,6.3,3.6,657,56.6,121,4.1,53.7
"Blaine County, Nebraska",61250,6.6,1.0,385,56.8,75,0.0,49.4
"Boone County, Nebraska",71367,5.7,1.4,5366,43.2,1293,3.3,49.6
"Box Butte County, Nebraska",68778,6.6,1.6,10754,40.7,2705,11.0,48.9
"Boyd County, Nebraska",58984,5.7,2.5,1704,54.9,322,1.5,47.3
"Brown County, Nebraska",51538,11.1,0.8,2739,45.9,568,5.5,49.9
"Buffalo County, Nebraska",74570,6.2,2.8,50323,34.6,11563,7.6,49.7
"Burt County, Nebraska",57303,9.1,2.6,6730,44.8,1541,3.1,49.5
"Butler County, Nebraska",82603,3.9,1.2,8413,42.7,1999,3.3,49.9
"Cass County, Nebraska",88255,2.7,2.0,26963,41.0,6363,2.8,49.3
"Cedar County, Nebraska",73977,4.1,1.5,8344,41.9,2139,2.2,48.7
"Chase County, Nebraska",62782,5.8,1.7,3639,41.8,914,14.2,52.0
"Cherry County, Nebraska",63750,2.7,0.4,5468,43.5,1298,2.1,48.4
"Cheyenne County, Nebraska",57594,6.6,2.9,9478,42.0,2153,6.3,50.1
"Clay County, Nebraska",75938,5.8,1.5,6084,40.1,1501,7.3,48.9
"Colfax County, Nebraska",79720,3.8,1.5,10541,35.0,3210,29.4,45.6
"Cuming County, Nebraska",70708,4.8,2.1,8976,40.8,2238,10.9,48.8
"Custer County, Nebraska",66310,5.3,2.9,10544,42.3,2552,3.3,49.3
"Dakota County, Nebraska",71655,8.9,4.3,21331,32.1,6260,36.6,50.0
"Dawes County, Nebraska",54381,6.8,1.5,8212,35.2,1479,3.9,52.0
"Dawson County, Nebraska",65383,8.9,1.9,24020,35.8,6670,17.4,48.0
"Deuel County, Nebraska",61438,6.9,3.3,1865,50.7,365,9.1,50.4
"Dixon County, Nebraska",69156,4.7,2.3,5561,42.1,1391,10.1,48.4
"Dodge County, Nebraska",71294,6.9,3.1,37146,38.9,9341,9.6,49.6
"Douglas County, Nebraska",79081,7.2,3.8,585461,35.5,149216,10.3,50.4
"Dundy County, Nebraska",56563,8.8,0.3,1811,45.6,372,2.4,49.6
"Fillmore County, Nebraska",76354,5.8,0.6,5551,46.3,1086,3.1,49.5
"Franklin County, Nebraska",57692,10.1,3.3,2868,49.0,583,2.1,49.5
"Frontier County, Nebraska",68207,10.3,3.8,2562,42.8,541,3.1,46.4
"Furnas County, Nebraska",60625,8.1,1.2,4605,46.4,1014,4.6,49.1
"Gage County, Nebraska",64426,9.0,1.5,21646,42.8,4961,2.4,49.4
"Garden County, Nebraska",44777,6.3,2.6,1620,54.1,290,1.2,51.2
"Garfield County, Nebraska",68611,8.3,1.8,1797,45.0,388,2.1,50.1
"Gosper County, Nebraska",79145,3.8,1.9,1929,49.2,364,5.0,47.2
"Grant County, Nebraska",69063,6.1,2.2,695,37.8,163,0.1,44.7
"Greeley County, Nebraska",58894,7.4,2.3,2211,44.5,519,1.2,48.3
"Hall County, Nebraska",67549,9.2,3.3,62431,36.0,17220,17.4,49.0
"Hamilton County, Nebraska",79884,4.1,3.4,9438,41.3,2322,3.5,49.7
"Harlan County, Nebraska",70536,5.0,1.6,3006,47.1,700,1.8,48.9
"Hayes County, Nebraska",60313,9.2,0.3,854,48.7,188,4.6,51.3
"Hitchcock County, Nebraska",52016,12.1,2.1,2601,44.7,624,2.5,48.1
"Holt County, Nebraska",67225,8.3,1.4,10093,41.8,2547,4.9,50.0
"Hooker County, Nebraska",45854,0.0,3.9,613,44.8,98,0.0,49.3
"Howard County, Nebraska",74508,2.2,3.4,6492,42.3,1648,2.0,49.2
"Jefferson County, Nebraska",60568,8.4,1.1,7155,44.7,1628,3.7,51.8
"Johnson County, Nebraska",59457,4.2,2.0,5263,40.1,1025,8.4,39.4
"Kearney County, Nebraska",79167,6.0,1.4,6697,40.3,1695,6.1,49.9
"Keith County, Nebraska",58132,5.9,2.0,8239,49.0,1708,7.3,49.9
"Keya Paha County, Nebraska",60313,8.3,1.4,939,49.0,235,3.6,50.2
"Kimball County, Nebraska",59438,6.4,0.2,3348,48.5,649,8.5,48.7
"Knox County, Nebraska",64821,7.2,3.9,8362,44.5,2004,2.2,50.2
"Lancaster County, Nebraska",72625,6.7,3.2,323673,34.3,73290,5.3,49.6
"Lincoln County, Nebraska",64342,8.4,3.1,34122,42.4,7889,7.7,50.2
"Logan County, Nebraska",71650,6.5,0.7,812,44.8,225,1.4,48.6
"Loup County, Nebraska",60156,3.1,0.0,564,47.1,119,7.1,43.4
"McPherson County, Nebraska",61316,2.7,0.0,463,46.6,95,0.0,44.5
"Madison County, Nebraska",64637,6.9,2.5,35535,37.1,9031,12.5,50.4
"Merrick County, Nebraska",62849,4.5,0.6,7696,42.8,1756,3.6,48.8
"Morrill County, Nebraska",59773,7.3,4.1,4544,41.3,1017,14.1,47.9
"Nance County, Nebraska",65438,7.4,3.0,3342,43.6,782,1.5,50.0
"Nemaha County, Nebraska",60132,6.8,6.3,7035,39.0,1554,2.0,48.8
"Nuckolls County, Nebraska",70201,3.2,1.0,4089,50.5,765,3.1,50.2
"Otoe County, Nebraska",81430,8.4,2.8,16075,41.8,3895,2.9,48.5
"Pawnee County, Nebraska",54926,8.7,1.7,2539,47.1,612,1.9,50.9
"Perkins County, Nebraska",67500,5.5,1.6,2835,41.0,704,3.9,48.4
"Phelps County, Nebraska",65988,11.9,1.2,8983,40.7,2177,5.8,49.2
"Pierce County, Nebraska",75938,5.2,2.2,7312,39.7,1857,1.7,49.3
"Platte County, Nebraska",72335,6.8,2.6,34358,38.4,9160,12.3,49.1
"Polk County, Nebraska",71771,4.8,1.5,5209,43.7,1164,4.3,50.0
"Red Willow County, Nebraska",60000,9.2,1.5,10611,41.2,2348,4.4,49.8
"Richardson County, Nebraska",55578,7.2,4.5,7797,45.9,1690,1.1,49.6
"Rock County, Nebraska",57500,10.2,1.2,1335,45.2,300,0.1,50.5
"Saline County, Nebraska",77027,7.2,2.7,14642,37.4,3775,17.7,48.8
"Sarpy County, Nebraska",101402,3.8,2.4,194051,35.5,51816,7.8,49.6
"Saunders County, Nebraska",89395,4.3,2.1,22761,40.4,5673,1.9,48.7
"Scotts Bluff County, Nebraska",60960,10.1,3.4,35937,39.8,8726,21.5,51.6
"Seward County, Nebraska",81122,4.5,1.9,17636,37.6,4151,1.8,48.6
"Sheridan County, Nebraska",56900,7.3,1.3,5058,46.6,1082,3.6,49.8
"Sherman County, Nebraska",61935,4.6,4.6,2974,47.9,651,1.2,49.0
"Sioux County, Nebraska",54076,8.0,4.1,1197,41.5,266,0.8,50.3
"Stanton County, Nebraska",78275,7.0,0.4,5835,42.0,1406,6.2,49.6
"Thayer County, Nebraska",63095,6.7,3.0,4938,46.2,1133,2.7,50.4
"Thomas County, Nebraska",72708,1.8,1.1,626,45.1,104,4.0,51.9
"Thurston County, Nebraska",64838,13.5,10.3,6666,28.7,2292,3.2,50.7
"Valley County, Nebraska",58902,7.7,0.4,4094,45.4,914,1.3,49.7
"Washington County, Nebraska",90188,6.0,1.9,20989,42.6,5089,2.4,50.1
"Wayne County, Nebraska",67687,6.4,3.4,9786,31.6,1980,6.8,49.2
"Webster County, Nebraska",65197,8.6,0.7,3385,44.6,771,4.2,48.8
"Wheeler County, Nebraska",55893,5.4,1.7,785,59.9,130,1.0,49.8
"York County, Nebraska",74058,4.7,2.1,14231,39.0,3309,3.5,49.6
"Churchill County, Nevada",73268,3.9,6.5,25614,39.8,5771,10.6,48.2
"Clark County, Nevada",73845,9.9,7.4,2293764,38.3,516946,22.7,49.9
"Douglas County, Nevada",88018,5.5,3.2,49624,54.2,7635,8.8,49.5
"Elko County, Nevada",83427,7.2,4.3,53852,35.4,14418,23.3,47.8
"Esmeralda County, Nevada",,2.4,2.8,962,55.8,88,7.2,44.2
"Eureka County, Nevada",73095,13.5,0.0,1660,50.1,344,1.5,40.3
"Humboldt County, Nevada",79946,8.6,5.4,17299,37.6,4539,24.8,48.1
"Lander County, Nevada",84474,8.3,9.2,5745,37.3,1559,20.9,47.0
"Lincoln County, Nevada",69496,4.1,1.7,4452,43.6,980,5.1,46.2
"Lyon County, Nevada",73460,7.2,6.3,60630,42.9,12588,14.8,48.0
"Mineral County, Nevada",50584,16.7,5.2,4557,41.9,1036,13.2,53.8
"Nye County, Nevada",55975,10.7,9.5,53207,52.4,8734,12.2,49.2
"Pershing County, Nevada",72007,5.1,6.0,6505,40.9,1096,18.6,36.0
"Storey County, Nevada",96000,1.9,6.8,4139,56.8,480,3.7,46.6
"Washoe County, Nevada",85600,6.5,5.0,491770,38.9,103240,19.5,49.2
"White Pine County, Nevada",72294,4.2,4.9,8856,41.7,1648,10.0,43.0
"Carson City, Nevada",71809,8.2,4.1,58364,42.1,11769,20.6,48.1
"Belknap County, New Hampshire",87983,7.0,2.5,64300,48.3,11377,0.6,50.6
"Carroll County, New Hampshire",82961,4.2,5.3,51259,54.2,7733,0.2,49.5
"Cheshire County, New Hampshire",81001,5.3,3.3,76945,43.5,13810,0.4,50.8
"Coos County, New Hampshire",58439,8.7,4.1,31386,49.9,5030,0.4,47.1
"Grafton County, New Hampshire",84021,5.9,2.9,91759,44.0,14551,0.5,50.4
"Hillsborough County, New Hampshire",100436,4.1,3.3,424732,41.0,84548,1.2,49.9
"Merrimack County, New Hampshire",93944,3.7,3.1,155018,42.6,28829,0.4,50.2
"Rockingham County, New Hampshire",113927,3.1,3.5,317163,44.8,59556,0.7,50.2
"Strafford County, New Hampshire",86564,5.1,3.6,131743,37.9,23621,0.8,50.6
"Sullivan County, New Hampshire",75929,7.0,2.3,43529,47.3,7851,0.4,49.8
"Atlantic County, New Jersey",76819,9.9,8.1,274704,42.2,57615,4.6,51.3
"Bergen County, New Jersey",123715,5.0,5.5,954717,42.1,200829,1.1,51.0
"Burlington County, New Jersey",105271,4.9,5.1,464226,41.7,96046,1.0,50.6
"Camden County, New Jersey",86384,9.1,6.9,524042,38.8,119506,2.6,51.6
"Cape May County, New Jersey",88046,6.1,6.0,95236,51.4,16519,2.9,51.5
"Cumberland County, New Jersey",64499,12.7,7.5,152915,37.6,37263,12.3,49.0
"Essex County, New Jersey",76712,11.7,8.3,854130,37.7,202319,1.2,51.4
"Gloucester County, New Jersey",102807,4.5,5.2,304504,40.1,65177,1.2,51.0
"Hudson County, New Jersey",90032,10.9,5.9,710478,35.8,142298,2.6,50.1
"Hunterdon County, New Jersey",139453,2.3,4.6,129448,46.2,24848,1.5,50.7
"Mercer County, New Jersey",96333,7.5,6.1,383286,39.2,84044,1.4,50.6
"Middlesex County, New Jersey",109028,6.2,6.4,861535,39.4,186485,3.4,50.3
"Monmouth County, New Jersey",122727,4.2,5.2,643615,43.2,135467,3.4,51.0
"Morris County, New Jersey",134929,3.4,5.2,510375,42.7,106161,1.7,50.4
"Ocean County, New Jersey",86411,6.5,5.5,646434,41.4,160999,2.4,51.3
"Passaic County, New Jersey",87137,11.1,7.8,518289,38.1,122854,7.0,50.9
"Salem County, New Jersey",78412,8.6,7.5,64973,41.9,14221,2.5,50.9
"Somerset County, New Jersey",135960,3.5,4.8,346203,41.9,74097,2.1,50.7
"Sussex County, New Jersey",114316,3.5,5.3,145117,44.1,28394,0.5,49.8
"Union County, New Jersey",100117,6.2,6.3,572549,39.1,134776,1.8,50.7
"Warren County, New Jersey",99596,5.6,5.6,110238,43.9,21404,1.0,50.3
"Bernalillo County, New Mexico",66514,11.8,5.3,674357,39.3,139325,29.6,50.8
"Catron County, New Mexico",46439,14.7,7.1,3685,62.6,352,6.2,48.5
"Chaves County, New Mexico",52029,18.5,5.6,64446,36.9,16131,48.9,49.6
"Cibola County, New Mexico",51765,25.7,8.5,27059,38.4,6310,12.5,50.1
"Colfax County, New Mexico",52690,12.9,3.5,12336,49.1,2193,21.5,48.8
"Curry County, New Mexico",56259,17.4,7.7,47932,31.9,12798,35.2,49.1
"De Baca County, New Mexico",40804,9.4,11.7,1580,35.1,382,22.2,36.9
"Doña Ana County, New Mexico",55663,18.4,6.9,221665,34.0,52131,59.3,50.6
"Eddy County, New Mexico",79605,8.7,4.3,61114,35.9,15920,44.5,48.4
"Grant County, New Mexico",45921,10.5,8.4,27856,49.0,5022,40.7,49.5
"Guadalupe County, New Mexico",40149,21.5,4.7,4379,41.6,938,41.6,41.8
"Harding County, New Mexico",41250,11.6,12.9,748,43.1,173,19.5,51.2
"Hidalgo County, New Mexico",49076,18.4,4.1,4097,42.3,880,53.6,51.3
"Lea County, New Mexico",68750,15.3,7.0,73154,32.5,21818,55.1,48.1
"Lincoln County, New Mexico",51643,9.4,5.7,20227,52.7,3436,28.9,51.1
"Los Alamos County, New Mexico",143188,3.0,2.2,19374,41.1,4151,10.3,48.4
"Luna County, New Mexico",37917,21.0,5.5,25420,36.6,6583,63.2,49.2
"McKinley County, New Mexico",44496,30.5,9.4,71172,34.1,19619,9.6,51.8
"Mora County, New Mexico",50178,8.1,5.5,4176,58.5,575,18.2,55.1
"Otero County, New Mexico",52717,15.4,9.1,68235,36.3,15097,30.8,47.6
"Quay County, New Mexico",43698,20.0,4.5,8616,48.1,1781,25.5,51.3
"Rio Arriba County, New Mexico",53901,15.4,5.1,40165,42.4,9080,23.2,51.1
"Roosevelt County, New Mexico",52445,16.8,5.8,19002,32.0,4833,37.8,50.0
"Sandoval County, New Mexico",84053,7.3,5.4,151538,41.1,33612,20.6,50.5
"San Juan County, New Mexico",53020,17.6,7.8,121178,38.0,30750,11.1,50.6
"San Miguel County, New Mexico",47400,15.5,5.3,27036,46.8,4559,27.7,51.0
"Santa Fe County, New Mexico",74689,9.0,5.4,155175,48.5,25576,25.4,51.2
"Sierra County, New Mexico",37840,17.6,3.6,11511,57.3,1791,20.3,50.6
"Socorro County, New Mexico",47556,22.8,2.4,16308,39.7,3530,17.2,50.2
"Taos County, New Mexico",58908,11.0,5.0,34516,51.9,5536,18.9,51.0
"Torrance County, New Mexico",46250,12.9,11.6,15290,42.5,3158,23.1,49.4
"Union County, New Mexico",45319,16.7,6.6,4039,40.3,876,21.2,46.0
"Valencia County, New Mexico",58333,13.3,6.9,77382,39.0,17701,35.2,50.2
"Albany County, New York",83149,7.2,5.2,315374,38.3,57433,0.8,51.4
"Allegany County, New York",61233,9.9,7.2,47027,38.9,9344,0.3,49.3
"Bronx County, New York",49036,22.1,11.1,1419250,35.6,347363,5.6,52.7
"Broome County, New York",61059,11.4,6.7,197738,39.4,38153,0.7,50.6
"Cattaraugus County, New York",58248,12.5,5.2,76479,42.5,16836,0.7,49.9
"Cayuga County, New York",66583,9.0,3.9,75464,43.7,14729,0.4,48.8
"Chautauqua County, New York",56507,10.7,5.5,126329,42.7,26120,0.6,50.4
"Chemung County, New York",63469,11.7,6.3,82805,41.9,17532,0.8,50.4
"Chenango County, New York",62093,7.8,6.9,46685,44.9,9667,1.0,49.8
"Clinton County, New York",69208,8.6,4.0,78961,41.5,14380,0.7,49.1
"Columbia County, New York",83619,8.9,5.3,61245,49.5,9974,1.2,49.4
"Cortland County, New York",67527,6.9,5.7,46401,36.5,8687,0.4,50.2
"Delaware County, New York",60226,11.4,6.4,44551,48.8,7228,0.9,49.2
"Dutchess County, New York",97273,4.9,4.8,297144,42.6,55342,3.0,50.2
"Erie County, New York",71175,9.6,4.8,950044,40.3,192553,0.6,51.3
"Essex County, New York",70215,8.7,5.0,37077,49.5,5877,0.2,48.5
"Franklin County, New York",63747,11.2,4.7,47066,41.8,9556,0.4,47.6
"Fulton County, New York",62615,10.8,3.8,52787,44.1,10635,0.5,50.0
"Genesee County, New York",72055,6.5,4.2,57943,42.4,11842,1.6,49.6
"Greene County, New York",74011,6.8,3.3,47554,47.4,7774,1.0,48.4
"Hamilton County, New York",68950,3.4,5.4,5102,57.2,666,0.0,49.7
"Herkimer County, New York",68858,8.8,4.4,59932,44.6,12336,0.4,50.0
"Jefferson County, New York",64978,9.2,6.4,116130,33.2,27841,2.1,47.4
"Kings County, New York",78548,14.9,7.5,2646306,36.3,595037,3.6,52.4
"Lewis County, New York",68329,8.8,5.4,26618,42.0,6150,0.2,49.3
"Livingston County, New York",72464,5.9,4.5,61588,41.4,11081,0.8,50.1
"Madison County, New York",73141,6.9,4.1,67572,42.6,12551,0.5,50.4
"Monroe County, New York",74409,8.8,5.1,754068,39.5,154986,0.6,51.5
"Montgomery County, New York",62923,10.7,4.7,49461,40.1,11423,2.0,50.3
"Nassau County, New York",143408,3.5,4.8,1388138,41.8,300139,1.1,50.8
"New York County, New York",104553,12.0,7.0,1627788,38.9,229519,2.4,52.3
"Niagara County, New York",67809,9.1,6.0,211341,43.2,42236,0.6,50.9
"Oneida County, New York",68819,10.1,4.7,229645,40.8,49542,0.8,50.1
"Onondaga County, New York",74740,9.5,5.1,471611,39.5,99595,0.6,51.5
"Ontario County, New York",79814,4.9,4.0,112405,43.9,21902,1.2,50.7
"Orange County, New York",96497,9.1,5.4,403840,36.9,103740,5.0,50.1
"Orleans County, New York",63838,9.4,5.8,39686,43.6,7591,1.9,49.4
"Oswego County, New York",68461,11.2,6.9,117945,40.6,24420,0.7,49.8
"Otsego County, New York",67086,8.3,5.3,59738,40.4,9109,0.6,51.4
"Putnam County, New York",127405,3.7,4.1,97988,44.2,19180,2.3,49.5
"Queens County, New York",84961,9.4,7.0,2330124,40.4,460935,4.1,51.1
"Rensselaer County, New York",86663,8.0,5.6,160341,40.2,30842,0.8,50.2
"Richmond County, New York",98290,8.0,5.5,492734,40.4,107343,3.6,51.0
"Rockland County, New York",110631,10.7,5.9,338936,35.1,99733,1.6,50.5
"St. Lawrence County, New York",61900,11.9,5.7,107796,39.0,21688,0.3,49.0
"Saratoga County, New York",99653,4.3,3.1,237075,43.4,45907,0.5,50.4
"Schenectady County, New York",76989,9.0,5.8,159603,39.6,34444,1.3,50.9
"Schoharie County, New York",71188,6.1,5.4,29979,45.7,5245,0.6,49.8
"Schuyler County, New York",65625,10.3,6.3,17749,47.4,3374,0.1,49.8
"Seneca County, New York",66007,7.3,4.7,33125,42.8,6779,0.9,48.3
"Steuben County, New York",64740,8.4,5.8,93034,43.1,20100,0.3,49.9
"Suffolk County, New York",128329,4.0,4.6,1525680,41.7,319324,1.4,50.4
"Sullivan County, New York",69826,9.9,6.1,79147,41.7,16947,1.2,48.2
"Tioga County, New York",71791,8.5,5.3,48106,44.8,9841,0.1,49.9
"Tompkins County, New York",73012,5.9,5.3,102879,32.8,14988,1.3,51.0
"Ulster County, New York",81804,6.6,5.1,182109,44.2,31636,2.4,50.2
"Warren County, New York",78239,4.7,3.8,65560,46.8,11606,0.4,50.3
"Washington County, New York",72342,7.5,5.4,60883,45.0,11303,0.6,48.6
"Wayne County, New York",73914,6.8,3.5,91128,43.6,19331,1.2,49.9
"Westchester County, New York",118411,6.0,6.0,996888,41.5,214739,4.2,51.2
"Wyoming County, New York",68913,6.4,3.8,39980,43.1,7477,1.5,46.4
"Yates County, New York",67521,8.9,2.9,24637,41.6,5626,0.6,51.0
"Alamance County, North Carolina",64445,10.4,4.9,174286,38.7,38781,8.9,52.1
"Alexander County, North Carolina",65268,8.3,5.2,36440,43.8,7139,3.9,48.5
"Alleghany County, North Carolina",44272,9.8,5.4,11075,51.4,1838,8.2,50.6
"Anson County, North Carolina",44245,16.4,6.9,21903,42.4,4437,2.5,50.0
"Ashe County, North Carolina",50827,9.4,5.4,26831,49.8,4552,4.3,50.7
"Avery County, North Carolina",57657,7.1,4.8,17643,46.5,2570,3.8,45.4
"Beaufort County, North Carolina",57997,12.8,5.4,44597,47.1,8649,6.0,52.5
"Bertie County, North Carolina",45931,12.9,8.4,17482,45.9,2863,1.5,48.2
"Bladen County, North Carolina",44528,17.4,4.3,29591,44.8,6106,4.0,51.7
"Brunswick County, North Carolina",74034,6.2,5.2,145889,56.1,20947,3.0,51.9
"Buncombe County, North Carolina",70578,6.7,3.5,271790,42.4,49139,4.2,51.7
"Burke County, North Carolina",55684,12.9,4.8,87863,44.9,16305,2.7,50.0
"Cabarrus County, North Carolina",86084,6.3,4.5,231262,37.7,58685,5.7,50.9
"Caldwell County, North Carolina",55401,10.1,4.8,80618,45.5,16039,2.8,50.1
"Camden County, North Carolina",87781,5.0,4.9,10743,40.9,2608,1.0,50.6
"Carteret County, North Carolina",70235,6.8,4.3,68652,50.1,11707,2.2,51.1
"Caswell County, North Carolina",59407,11.5,5.7,22689,46.2,4156,3.3,48.0
"Catawba County, North Carolina",64544,8.6,4.2,162051,41.8,35431,6.6,50.8
"Chatham County, North Carolina",88534,8.8,3.0,78319,47.6,15414,6.9,51.6
"Cherokee County, North Carolina",51496,9.3,5.4,29197,53.3,4699,1.6,50.7
"Chowan County, North Carolina",56982,17.5,5.9,13814,47.9,2695,1.8,51.0
"Clay County, North Carolina",53645,6.6,4.2,11391,54.5,1848,2.2,51.4
"Cleveland County, North Carolina",55769,13.2,5.7,100170,41.2,22366,3.2,51.8
"Columbus County, North Carolina",48184,15.9,4.7,50453,42.4,10442,4.8,50.7
"Craven County, North Carolina",64635,10.4,4.5,101074,39.2,21898,4.2,50.2
"Cumberland County, North Carolina",58780,13.7,7.7,336749,31.8,84616,4.3,50.3
"Currituck County, North Carolina",91548,5.8,2.9,29612,41.7,6554,2.2,49.6
"Dare County, North Carolina",81214,4.8,5.9,37534,48.5,6802,3.4,50.9
"Davidson County, North Carolina",62426,10.6,4.0,171063,42.3,37280,5.6,50.8
"Davie County, North Carolina",73234,7.6,4.5,43526,45.0,9150,6.3,50.9
"Duplin County, North Carolina",51880,12.5,4.7,49053,40.7,11634,11.7,50.7
"Durham County, North Carolina",79501,8.1,4.2,329405,35.8,66350,7.0,52.0
"Edgecombe County, North Carolina",48480,19.0,8.0,48777,41.7,11184,4.3,53.1
"Forsyth County, North Carolina",65541,9.9,5.3,386740,38.3,88214,8.0,52.4
"Franklin County, North Carolina",71386,7.1,5.5,71962,40.9,15744,6.2,50.2
"Gaston County, North Carolina",65472,9.4,4.8,231485,39.5,52227,3.3,51.5
"Gates County, North Carolina",61612,7.2,9.0,10437,47.7,2035,1.6,52.3
"Graham County, North Carolina",49038,6.4,6.4,8041,45.5,1479,2.6,49.8
"Granville County, North Carolina",70975,11.1,4.4,61439,42.5,12647,5.1,48.6
"Greene County, North Carolina",50904,16.4,5.6,20421,39.6,3864,12.4,42.5
"Guilford County, North Carolina",66027,10.8,4.7,542987,37.4,120325,4.9,52.5
"Halifax County, North Carolina",45071,20.7,8.7,48219,43.8,10251,1.1,51.4
"Harnett County, North Carolina",69012,11.0,5.0,136503,35.4,34991,7.7,50.4
"Haywood County, North Carolina",61001,7.9,3.4,62432,47.8,11135,2.1,51.2
"Henderson County, North Carolina",67623,9.1,3.3,117387,47.2,22278,8.0,51.6
"Hertford County, North Carolina",47472,14.1,5.2,20492,42.3,3878,4.3,51.0
"Hoke County, North Carolina",60095,13.1,7.4,53102,33.7,14432,7.9,50.6
"Hyde County, North Carolina",47338,17.3,3.0,4625,48.5,845,3.0,45.4
"Iredell County, North Carolina",78678,7.3,4.4,191800,40.9,43148,4.4,50.5
"Jackson County, North Carolina",53479,10.3,6.4,43089,38.9,7186,4.6,50.7
"Johnston County, North Carolina",79838,8.1,3.9,226623,38.3,56952,10.0,50.7
"Jones County, North Carolina",55659,16.9,4.1,9245,48.1,1700,2.4,50.5
"Lee County, North Carolina",63060,13.1,4.0,64565,39.9,15422,11.8,50.7
"Lenoir County, North Carolina",44795,17.4,7.2,54917,42.2,12460,6.1,52.3
"Lincoln County, North Carolina",78490,6.8,3.6,90359,44.3,18769,4.1,50.3
"McDowell County, North Carolina",55527,9.2,4.7,44679,44.3,8818,4.5,49.8
"Macon County, North Carolina",53298,8.7,2.9,37533,50.1,6777,7.0,50.8
"Madison County, North Carolina",58628,7.6,2.6,21640,44.5,3794,2.5,50.3
"Martin County, North Carolina",46793,14.9,7.0,21773,46.7,4422,3.3,53.7
"Mecklenburg County, North Carolina",83765,7.5,4.2,1130906,35.4,260863,5.4,51.7
"Mitchell County, North Carolina",58089,8.7,6.5,14973,48.0,2678,3.4,50.7
"Montgomery County, North Carolina",55849,12.8,2.9,25874,43.6,5393,9.6,50.9
"Moore County, North Carolina",82837,5.8,4.6,102840,42.8,22375,4.2,51.1
"Nash County, North Carolina",60704,10.4,6.2,95451,41.6,21089,5.6,51.8
"New Hanover County, North Carolina",72892,7.0,4.7,231214,40.1,42172,3.0,52.3
"Northampton County, North Carolina",47935,15.2,6.5,17212,51.6,3085,0.9,51.6
"Onslow County, North Carolina",64568,9.9,5.8,208537,27.1,50771,5.6,44.2
"Orange County, North Carolina",88553,5.4,3.6,147292,36.2,28511,5.4,52.2
"Pamlico County, North Carolina",61624,8.0,4.5,12315,54.1,1752,2.3,48.4
"Pasquotank County, North Carolina",63912,6.5,6.6,40830,39.0,8822,2.1,50.9
"Pender County, North Carolina",76838,7.0,6.0,63475,41.8,14269,5.6,49.4
"Perquimans County, North Carolina",61224,7.7,5.0,13146,50.5,2469,1.9,51.7
"Person County, North Carolina",64927,13.8,3.9,39275,43.9,8133,3.6,51.8
"Pitt County, North Carolina",58851,11.6,7.6,172279,33.6,37050,5.5,53.0
"Polk County, North Carolina",61005,9.7,4.3,19689,54.4,3066,3.8,52.4
"Randolph County, North Carolina",59047,11.2,3.7,145322,41.4,32564,10.3,50.3
"Richmond County, North Carolina",43626,21.0,9.6,42818,40.3,10111,5.5,51.5
"Robeson County, North Carolina",40318,22.4,6.3,116858,36.5,29838,7.1,51.8
"Rockingham County, North Carolina",55796,13.2,6.3,91585,44.7,18732,4.5,51.1
"Rowan County, North Carolina",63196,12.2,5.9,148487,40.5,33100,7.2,50.4
"Rutherford County, North Carolina",49771,13.3,5.5,64850,45.3,13138,3.4,51.4
"Sampson County, North Carolina",53159,13.6,5.2,59245,39.7,14490,11.8,50.1
"Scotland County, North Carolina",43500,23.2,10.1,34353,38.3,7734,2.1,48.4
"Stanly County, North Carolina",61631,10.4,4.1,63557,40.6,13803,3.9,49.9
